,HS_code,HS_description,cluster_labels
497,4111,"Composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, whether or not in rolls.",0
535,4701,Mechanical wood pulp.,0
538,4704,"Chemical wood pulp, sulphite, other than dissolving grades.",0
547,4806,"Vegetable parchment, greaseproof papers, tracing papers and glassine and other glazed transparent or translucent papers, in rolls or sheets.",0
568,4904,"Music, printed or in manuscript, whether or not bound or illustrated.",0
576,5001,Silk-worm cocoons suitable for reeling.,0
608,5301,"Flax, raw or processed but not spun; flax tow and waste (including yarn waste and garnetted stock).",0
628,5502,Artificial filament tow.,0
671,5904,"Linoleum, whether or not cut to shape; floor coverings consisting of a coating or covering applied on a textile backing, whether or not cut to shape.",0
743,6703,"Human hair, dressed, thinned, bleached or otherwise worked; wool or other animal hair or other textile materials, prepared for use in making wigs or the like.",0
765,6906,"Ceramic pipes, conduits, guttering and pipe fittings.",0
775,7002,"Glass in balls (other than microspheres of heading No. 70.18), rods or tubes, unworked.",0
800,7107,"Base metals clad with silver, not further worked than semi-manufactured.",0
803,7110,"Platinum, unwrought or in semi-manufactured forms, or in powder form.",0
814,7203,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99.94 %, in lumps, pellets or similar forms.",0
872,7406,Copper powders and flakes.,0
887,7502,Unwrought nickel.,0
889,7504,Nickel powders and flakes.,0
891,7506,"Nickel plates, sheets, strip and foil.",0
892,7507,"Nickel tubes, pipes and tube or pipe fittings (for example, couplings, elbows, sleeves).",0
893,7508,Other articles of nickel.,0
906,7613,Aluminium containers for compressed or liquefied gas.,0
913,7804,"Lead plates, sheets, strip and foil; lead powders and flakes.",0
934,8105,"Cobalt mattes and other intermediate products of cobalt metallurgy; cobalt and articles thereof, including waste and scrap.",0
937,8108,"Titanium and articles thereof, including waste and scrap.",0
938,8109,"Zirconium and articles thereof, including waste and scrap.",0
941,8112,"Beryllium, chromium, germanium, vanadium, gallium, hafnium, indium, niobium (columbium), rhenium and thallium, and articles of these metals, including waste and scrap.",0
951,8209,"Plates, sticks, tips and the like for tools, unmounted, of cermets.",0
964,8307,"Flexible tubing of base metal, with or without fittings.",0
969,8401,"Nuclear reactors; fuel elements (cartridges), non-irradiated, for nuclear reactors; machinery and apparatus for isotopic separation.",0
1025,8457,"Machining centres, unit construction machines (single station) and multi-station transfer machines, for working metal.",0
1128,8802,"Other aircraft (for example, helicopters, aeroplanes); spacecraft (including satellites) and suborbital and spacecraft launch vehicles.",0
1151,9012,Microscopes other than optical microscopes; diffraction apparatus.,0
1161,9022,"Apparatus based on the use of X-rays or of alpha, beta or gamma radiations, whether or not for medical, surgical, dental or veterinary uses, including radiography or radiotherapy apparatus, X-ray tubes and other X-ray generators, high t",0
1173,9101,"Wrist-watches, pocket-watches and other watches, including stop-watches, with case of precious metal or of metal clad with precious metal.",0
1176,9104,"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, spacecraft or vessels.",0
1235,9701,"Paintings, drawings and pastels, executed entirely by hand, other than drawings of heading No. 49.06 and other than hand-painted or hand-decorated manufactured articles; collages and similar decorative plaques.",0
1236,9702,"Original engravings, prints and lithographs.",0
1237,9703,"Original sculptures and statuary, in any material.",0
1240,9706,Antiques of an age exceeding one hundred years.,0
